name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
Nymphaea Caerulea Extrait de Parfum,Regime des Fleurs,https://static.luckyscent.com/images/products/65103.jpg?width=400&404=product.png,women,"and the absolutes of  flowers, aurora reconstitution, egyptian blue lotus, hawaiian blue lotus, indian blue lotus, nile waterlily headspace, pandanus amaryllifolius, salty water, sri lankan blue lotus, thai blue lotus, white ambergris",fall,day,Regime des Fleurs,date,cold,"confident, mysterious",1
Cologne Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47720.jpg?width=400&404=product.png,women,"bergamot, blood orange, jasmine, leather, musk, orange blossom",summer,day,Etat Libre d'Orange,date,hot,"confident, mysterious",0
Journey Man Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41860.jpg?width=400&404=product.png,men,"ambrox, bergamot, cardamom, cyriol, geraniol, incense, juniper berries, neroli bigarade, sichuan pepper, tobacco leaves, tonka bean abstract",fall,day,Amouage,date,cold,"confident, mysterious",1
Unter den Linden Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65800.jpg?width=400&404=product.png,women,"bergamot, honey, linden blossom, magnolia, mimosa",summer,day,April Aromatics,casual,hot,"confident, mysterious",1
Precious Woods Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65801.jpg?width=400&404=product.png,men,"buddha wood, cedar, cistus, sandalwood, vetiver",fall,night,April Aromatics,work,any,"confident, mysterious",2
Rosenlust Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65802.jpg?width=400&404=product.png,women,"orris root, rosa damascena, rose absolute, tonka bean",summer,night,April Aromatics,casual,cold,"elegant, friendly",1
Jasmina Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65803.jpg?width=400&404=product.png,women,"jasmin flowers, pink grapefruit, ylangylang",summer,night,April Aromatics,casual,hot,"confident, mysterious",1
Liquid Dreams Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65804.jpg?width=400&404=product.png,women,"lemon peel, narcissus flowers, osmanthus petals",summer,night,April Aromatics,casual,any,"confident, fresh",1
Bohemian Spice Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65805.jpg?width=400&404=product.png,women,"incense, orange, patchouli, sandalwood, vanilla, vetiver",fall,night,April Aromatics,date,cold,"confident, mysterious",2
Nectar of Love Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65806.jpg?width=400&404=product.png,women,"jasmin, neroli, rose, sandalwood, tuberose, yuzu",spring,night,April Aromatics,casual,any,"elegant, friendly",3
Rose L'Orange Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65807.jpg?width=400&404=product.png,women,"mandarin, neroli, rosa centifolia, rose otto, vanilla",summer,night,April Aromatics,casual,cold,"confident, mysterious",3
Calling all Angels Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65808.jpg?width=400&404=product.png,women,"amber, and frankincense, benzoin, elemi resin, honey, incense, labdanum, opoponax, precious woods, tonka bean, vanilla",fall,night,April Aromatics,date,cold,"confident, mysterious",3
34 Boulevard Saint Germain Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/483156.jpg?width=400&404=product.png,women,"balsams and eucalyptus, blackcurrant, cardamom, citruses, cloves and cinnamon, fir leaf, geranium, green leaves, iris, pink pepper, resins, rose, tuberose, violet, woods",spring,day,Diptyque,casual,cold,"confident, fresh",1
Or du Serail Eau de Parfum,Naomi Goodsir,https://static.luckyscent.com/images/products/59302.jpg?width=400&404=product.png,men,"amber, apple  red fruit effects, bee wax, cedar wood, cistus, coco, davana, geranium, honey effect, labdanum, mango, mat, musk, oak tree, rum, sage, sweet orange, turkish tobacco, vanilla, ylangylang",fall,night,Naomi Goodsir,date,cold,"confident, mysterious",0
Une Nuit Magnetique Eau de Parfum,The Different Company,https://static.luckyscent.com/images/products/25337.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, blueberry, egyptian jasmine, ginger, musk and woody notes, patchouli, plum, rose, tuberose",summer,day,The Different Company,date,cold,"confident, mysterious",5
Vetiver Royal Bourbon Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65222.jpg?width=400&404=product.png,men,"absolute vetiver, and oak moss, essence cade, immortelle, iris, labdanum, leather, peppermint, sandalwood, styrax, thyme, tobacco, vetiver bourbon",spring,day,Oriza L. Legrand,date,hot,"confident, mysterious",3
Santal 33 Eau de Parfum,Le Labo,https://static.luckyscent.com/images/products/46826.jpg?width=400&404=product.png,men,"ambrox and leather accord, cardamom, cedar, iris, sandalwood, violet",fall,night,Le Labo,date,any,"confident, mysterious",3
Corsica Furiosa Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35713.jpg?width=400&404=product.png,women,"cistus, eaudevie, lentiscus absolute, lentiscus extract original, lentiscus oil, nepita, oakmoss, pepper, tomato leaf",spring,day,Parfum d'Empire,casual,rainy,"confident, mysterious",1
Graine de Joie Eau de Parfum,Eau d'Italie,https://static.luckyscent.com/images/products/43231.jpg?width=400&404=product.png,women,"cedar, freesia, musk, pomegranate, praline, red berries, red currant",winter,night,Eau d'Italie,date,any,"confident, mysterious",1
Tango Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64003.jpg?width=400&404=product.png,men,"amber, benzoin, cardamom, cedar and melilotus, cinnamon, cumin, guaiac wood, jasmine, rose, sandalwood, tonka bean",summer,day,Masque Milano,date,cold,"confident, mysterious",4
Foin Fraichement Coupe Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65213.jpg?width=400&404=product.png,women,"angelique, clover, cockle  ivy, dry hay, musk, newmownhay  clary sage, sainfoin, star anise  wild mint",spring,day,Oriza L. Legrand,date,hot,"confident, mysterious",1
Muguet Fleuri Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65214.jpg?width=400&404=product.png,women,"angelica, galbanum, green leaves, lily of the valley, muguet des bois, oakmoss, violet leaves, wild grass, wild muguet",spring,day,Oriza L. Legrand,casual,rainy,"confident, fresh",1
Oeillet Louis XV Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65215.jpg?width=400&404=product.png,women,"carnation absolute, iris, mandarin, musk, pink pepper, rice powder, rose, spicy clove, white carnation, white honey, white orchid, woody notes",summer,night,Oriza L. Legrand,date,any,"confident, mysterious",1
Deja le Printemps Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65216.jpg?width=400&404=product.png,women,"cedar, clover, daisy, fig leaves, galbanum, grass cutting, lily of the valley, mint, moss, musk, orange blossom, vetiver",spring,day,Oriza L. Legrand,date,hot,"confident, mysterious",2
Jardins d'Armide Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65217.jpg?width=400&404=product.png,women,"almond, carnation from india, florentine iris, honey, iris powder, musk, orange blossom, rose, tonka bean, wild violet, wisteria",summer,night,Oriza L. Legrand,date,cold,"confident, mysterious",1
Reve d'Ossian Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65218.jpg?width=400&404=product.png,women,"amber, benzoin, cinnamon, frankincense, labdanum, leather, musks, opopanax, pine wood, sandalwood, tolu balm, tonka bean",fall,night,Oriza L. Legrand,date,cold,"confident, mysterious",3
Chypre Mousse Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65220.jpg?width=400&404=product.png,men,"angelica, clary sage, fern, galbanum, green shoots, humus, labdanum, mushroom, oak moss, oakmoss, pine needles, roasted chestnut leather, vetiver, violet leaves, wild clover, wild fennel, wild mint",spring,day,Oriza L. Legrand,date,hot,"confident, mysterious",2
Horizon Eau de Parfum,Oriza L. Legrand,https://static.luckyscent.com/images/products/65221.jpg?width=400&404=product.png,women,"amber, aromatic tobacco leaves, benzoin, bitter orange, cocoa roasted almonds, cognac, dried rose, honey, old oak, patchouli, soft leather, tangerine, tobacco, vanilla",summer,night,Oriza L. Legrand,date,cold,"confident, mysterious",5
Roses Vanille Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64901.jpg?width=400&404=product.png,unisex,"cedar, lemon, morning dew, musk, rose, sugar, vanilla",summer,night,Mancera,date,cold,"confident, mysterious",3
What I Did on My Holidays Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64602.jpg?width=400&404=product.png,unisex,,fall,day,4160 Tuesdays,casual,any,"confident, mysterious",1
Sunshine and Pancakes Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64605.jpg?width=400&404=product.png,unisex,"cedar, citrus fruit, honey, jasmine, lemons, vanilla",spring,day,4160 Tuesdays,casual,cold,"confident, mysterious",3
The Sexiest Scent on the Planet. Ever. (IMHO) Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64606.jpg?width=400&404=product.png,unisex,"ambergris, bergamot, gin, musk, vanilla, woods",fall,day,4160 Tuesdays,date,cold,"confident, mysterious",3
The Dark Heart of Old Havana Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64610.jpg?width=400&404=product.png,men,"alcohol, coffee, fruit, sugar, tobacco",fall,night,4160 Tuesdays,casual,any,"confident, mysterious",1
South Bay Eau de Toilette,The Different Company,https://static.luckyscent.com/images/products/25336.jpg?width=400&404=product.png,women,"daim, eglantine, freesia, grapefruit, grapefruit tree, mandarine leafs, sandal wood, tamarine, vetiver",spring,day,The Different Company,work,hot,"confident, fresh",2
Diamond Perfume Oil,Sage,https://static.luckyscent.com/images/products/17514.jpg?width=400&404=product.png,women,"amber, musk, sandalwood",fall,night,Sage,date,cold,"confident, mysterious",0
11 - Semma Eau de Parfum,Odin,https://static.luckyscent.com/images/products/50113.jpg?width=400&404=product.png,women,"cinnamon, fresh chili pepper, herbaceous clove, sandalwood, sweet tobacco, tonka bean, warm myrrh",fall,day,Odin,casual,cold,"confident, mysterious",3
Isparta Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34544.jpg?width=400&404=product.png,women,"agarwood, ambroxan, benzoin, berries, calamus, incense, musk, patchouli, peru balsam, summer rose of isparta",summer,night,"Pierre Guillaume Paris, Parfumerie Generale",date,any,"confident, mysterious",5
Coven Eau de Parfum,Andrea Maack Parfums,https://static.luckyscent.com/images/products/52808.jpg?width=400&404=product.png,unisex,"green grass, oakmoss, soil tincture, whiskey and spicy notes, woody notes",spring,day,Andrea Maack Parfums,casual,rainy,"confident, fresh",1
Rose Oud Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31346.jpg?width=400&404=product.png,women,"agarwood, amber, davana, lily of the valley, musk, osmanthus, patchouli, raspberry, rose, sandalwood",summer,night,PARFUMS DE NICOLAI,date,cold,"confident, mysterious",5
Amber Oud Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31347.jpg?width=400&404=product.png,unisex,"agarwood, amber, castoreum, cedar, cinnamon, lavender, musk, patchouli, saffron, sage, sandalwood, styrax, thyme, tonka bean, vanilla",summer,night,PARFUMS DE NICOLAI,date,cold,"confident, mysterious",4
Terralba Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64000.jpg?width=400&404=product.png,men,"cedar wood, clary sage, curry leaves, cypress, everlasting flower, green tangerine, juniper, lemon, lentisque, myrtle, thyme",spring,day,Masque Milano,casual,any,"confident, fresh",1
Montecristo Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64001.jpg?width=400&404=product.png,men,"ambrette seeds, benzoin, cabreuva, cedar wood, celery seeds, cistus, gaiac wood, golden stone, patchouli, rum, styrax gum, tobacco leaves",fall,day,Masque Milano,work,any,"confident, mysterious",5
Luci Ed Ombre Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64002.jpg?width=400&404=product.png,men,"cedar, ginger, incense, jasmine, moss, patchouli, tuberose",summer,night,Masque Milano,date,rainy,"confident, fresh",5
Bal d'Afrique Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64105.jpg?width=400&404=product.png,women,"african marigold, bergamot, black amber, bucchu, cyclamen, jasmin petals, lemon, moroccan cedarwood, musk, neroli, vetiver, violet",fall,day,BYREDO,date,cold,"confident, mysterious",2
Pulp Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64101.jpg?width=400&404=product.png,men,"bergamot, black currant, cardamom, cedar wood, fig, peach flower, praline, red apple, tiara",summer,day,BYREDO,casual,hot,"confident, fresh",1
Gypsy Water Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64103.jpg?width=400&404=product.png,women,"amber, bergamot, incense, juniper berries, lemon, orris, pepper, pine needles, sandalwood, vanilla",fall,day,BYREDO,date,cold,"confident, mysterious",3
Rose Noir Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64104.jpg?width=400&404=product.png,women,"cistus, freesia, grapefruit, moss, musk, rose damascena",summer,night,BYREDO,date,hot,"confident, mysterious",1
Blanche Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64106.jpg?width=400&404=product.png,women,"aldehyde, blonde woods, musk, neroli, peony, pink pepper, sandalwood, violet, white rose",summer,night,BYREDO,date,any,"confident, mysterious",3
Sunday Cologne Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64107.jpg?width=400&404=product.png,unisex,"bergamot, cardamom, geranium, incense, lavender, moss, patchouli, star anise, vetiver",summer,day,BYREDO,date,hot,"confident, mysterious",2
Baudelaire Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64108.jpg?width=400&404=product.png,men,"black amber, black pepper, caraway, hyacinth, incense, juniper berry, leather, papyrus, patchouli",fall,night,BYREDO,date,cold,"confident, mysterious",5
La Tulipe Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64109.jpg?width=400&404=product.png,women,"blond woods, cyclamen, freesia, rhubarb, tulip, vetiver",summer,night,BYREDO,work,any,"confident, fresh",2
Accord Oud,BYREDO,https://static.luckyscent.com/images/products/64112.jpg?width=400&404=product.png,women,"blackberry, clary sage, leather accord, patchouli, powdery musks, rum, saffron",fall,night,BYREDO,date,any,"confident, mysterious",5
Oud Immortel Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64113.jpg?width=400&404=product.png,women,"brazilian rosewood, cardamom, incense, limoncello, moss, papyrus, patchouli, tobacco leaves",summer,night,BYREDO,date,rainy,"confident, mysterious",5
