name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag
Geisha Noire Eau de Parfum,Aroma M,https://static.luckyscent.com/images/products/11128.jpg?width=400&404=product.png,men," black amber, sandalwood, tonka bean",sensual,fall,night,Aroma M
Osmanthus Interdite Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35705.jpg?width=400&404=product.png,women," Chinese tea, osmanthus, rose, jasmine, musk",sensual,summer,night,Parfum d'Empire
Equistrius Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35706.jpg?width=400&404=product.png,men," Orris, violet, rice powder, chocolate, ambrette, sandalwood, vetiver, grey amber",sensual,fall,night,Parfum d'Empire
Fougere Bengale Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35707.jpg?width=400&404=product.png,unisex," Lavender, tarragon, patchouli, geranium, tobacco, tonka beans, vanilla",sensual,summer,night,Parfum d'Empire
Black Tourmaline Eau de Parfum,Olivier Durbano,https://static.luckyscent.com/images/products/36904.jpg?width=400&404=product.png,unisex," Cardamom, coriander, cumin, frankincense, pepper, smoked wood, oud, leather, precious woods, musk, amber, moss, patchouli",sensual,fall,night,Olivier Durbano
Olibanum Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33920.jpg?width=400&404=product.png,women," incense, myrrh, orange blossom, sandalwood",sensual,fall,night,Profumum
Acqua Viva Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33921.jpg?width=400&404=product.png,men," Amalfi lemon, Sicilian broom flower, cypress, cedar",sensual,fall,night,Profumum
Chocolate Greedy Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35420.jpg?width=400&404=product.png,women," tonka bean, bitter orange, cacao cream, vanilla from Madagascar",sensual,fall,night,Montale
L'Eau de L'Artisan Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15241.jpg?width=400&404=product.png,women," lemon, verbena, mint, basil, fresh-cut grass, seaweed",sensual,spring,day,L'Artisan Parfumeur
Alba Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33918.jpg?width=400&404=product.png,men," sandalwood, hazel wood, almond wood, amber",sensual,fall,night,Profumum
Blu Perfume Oil,Bruno Acampora,https://static.luckyscent.com/images/products/37500.jpg?width=400&404=product.png,women," Tuberose, Orange, Sandalwood, Ylang Ylang",sensual,summer,night,Bruno Acampora
Jasmin Perfume Oil,Bruno Acampora,https://static.luckyscent.com/images/products/37502.jpg?width=400&404=product.png,women," Jasmine, Cyclamen, Cloves, Ylang Ylang",sensual,summer,night,Bruno Acampora
Musc Perfume Oil,Bruno Acampora,https://static.luckyscent.com/images/products/37503.jpg?width=400&404=product.png,women," Musk, Rose, Violet, Vanilla, Cloves, Amber, Sandalwood",sensual,summer,night,Bruno Acampora
White Aoud Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35416.jpg?width=400&404=product.png,women," Damas Rose, Safran, Oud, Cardamom, Jasmine, Patchouli, Mysore Sandalwood, Precious Wood, Amber, Vetiver, Vanilla, Labdanum",sensual,summer,night,Montale
Roses Musk Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35417.jpg?width=400&404=product.png,women," Rose essence, rose absolute, jasmine, musk, amber",sensual,summer,night,Montale
Perfect Kiss Eau de Parfum,Sarah Horowitz Parfums,https://static.luckyscent.com/images/products/10223.jpg?width=400&404=product.png,women," jasmine, honeysuckle, amber, dark chocolate, sandalwood",sensual,summer,night,Sarah Horowitz Parfums
Rock Crystal Eau de Parfum,Olivier Durbano,https://static.luckyscent.com/images/products/36900.jpg?width=400&404=product.png,unisex," orange, pepper, coriander, cardamom, cumin, olibanum, benzoin, myrrh, cistus, sandalwood, cedar, vetiver, everlasting flower, oakmoss, musk",sensual,fall,night,Olivier Durbano
Tuberosa Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33915.jpg?width=400&404=product.png,women," Tuberose, jasmine",sensual,summer,night,Profumum
Victrix Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33916.jpg?width=400&404=product.png,women," Pink pepper, vetiver, laurel, coriander, musk",sensual,winter,night,Profumum
Ambra Aurea Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33917.jpg?width=400&404=product.png,men, Grey amber absolute (we're pretty sure there's more to it),sensual,fall,night,Profumum
Promesse de l'Aube Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36500.jpg?width=400&404=product.png,women," Mandarin, lemon, ylang-ylang, jasmine, sandalwood, tonka bean and vanilla",sensual,summer,night,Parfums MDCI
Rose de Siwa Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36501.jpg?width=400&404=product.png,unisex," Lychee, peony, hawthorn, Moroccan and Turkish roses, violet, cedar, musk and vetiver",sensual,summer,night,Parfums MDCI
Ambre Topkapi Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36503.jpg?width=400&404=product.png,unisex," Bergamot, grapefruit, pineapple, melon, cinnamon, cardamom, nutmeg ginger, basil, thyme, lavender, oak moss, vetiver, sandalwood, rosewood, leather, Darjeeling tea, amber, musk, vanilla, jasmine and violet.",sensual,summer,day,Parfums MDCI
Invasion Barbare Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36504.jpg?width=400&404=product.png,unisex," Grapefruit, bergamot, violet leaves, white thyme, cardamom, lavender, ginger, cedarwood, vanilla and musk",sensual,summer,day,Parfums MDCI
Bois Farine Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15239.jpg?width=400&404=product.png,men," white cedar, gaiacwood and sandalwood, white iris, farine flower, fennel seed.",energetic,fall,night,L'Artisan Parfumeur
The Pour un Ete Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15240.jpg?width=400&404=product.png,women," Jasmine Tea, Green Tea, hints of lemon and peppermint",energetic,spring,day,L'Artisan Parfumeur
Private Collection: L'Ombre Fauve Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34520.jpg?width=400&404=product.png,women," amber, musk, woods, incense, patchouli",sensual,fall,night,"Pierre Guillaume Paris, Parfumerie Generale"
Ambre Sultan Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36101.jpg?width=400&404=product.png,women," coriander, amber, oregano, bay leaf, myrtle, angelica root, sandalwood, patchouli, benzoin, vanilla",sensual,fall,night,Serge Lutens
Tubereuse Couture Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34517.jpg?width=400&404=product.png,women," kalamanzi oil, green jasmine shoots, ylang-ylang, sugar cane, Indian tuberose, Sumatra benzoin, papyrus.",energetic,spring,day,"Pierre Guillaume Paris, Parfumerie Generale"
Anne Pliska - Eau de Parfum,Anne Pliska,https://static.luckyscent.com/images/products/35900.jpg?width=400&404=product.png,unisex," Bergamot, amber, patchouli, geranium, musk, vanilla",sensual,fall,day,Anne Pliska
AMAZE Parfum Eau de Parfum,People of the Labyrinths,https://static.luckyscent.com/images/products/21304.jpg?width=400&404=product.png,women," Henna, Saffron, Taif Rose, Orange Blossom, Wardia Rose, Agarwood, Sandalwood, Musk, Civet.",sensual,summer,night,People of the Labyrinths
Ambre Russe Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35700.jpg?width=400&404=product.png,women," tea, incense, vodka, champagne, cumin, coriander, cinnamon, ambergris, vanilla, leather",sensual,fall,night,Parfum d'Empire
Cuir Ottoman Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35701.jpg?width=400&404=product.png,women," jasmine, leather, iris, benzoin, balsams, resins, incense",sensual,summer,night,Parfum d'Empire
Eau Suave Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35703.jpg?width=400&404=product.png,women," pepper, coriander, saffron, Rose de Malmaison, apricot, raspberry, peach, vanilla and musk",sensual,summer,night,Parfum d'Empire
Iskander Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35704.jpg?width=400&404=product.png,women," citron, mandarin, grapefruit, estragon, coriander, orange blossom, oakmoss,  amber and musk",sensual,fall,night,Parfum d'Empire
Soavissima Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33911.jpg?width=400&404=product.png,men," powdery notes, white flowers, amber",sensual,fall,night,Profumum
Confetto Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33912.jpg?width=400&404=product.png,women," sugared almond, amber, musk, hint of anise",sensual,fall,night,Profumum
Dulcis in Fundo Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33913.jpg?width=400&404=product.png,women," Citrus fruits, Mexican vanilla",sensual,spring,day,Profumum
Fumidus Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33914.jpg?width=400&404=product.png,women," Essence of distilled scotch, vetiver root, birch bark",energetic,fall,night,Profumum
Cardinal Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31505.jpg?width=400&404=product.png,men," incense, cistus, grey amber, patchouli, vetiver",sensual,fall,night,HEELEY
Vanille Absolu Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35401.jpg?width=400&404=product.png,women," vanilla, cinnamon, clove, woods",sensual,fall,night,Montale
Wood and Spices Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35405.jpg?width=400&404=product.png,men," ebony, sandalwood, vetiver; incense, cardamom, spices",energetic,fall,night,Montale
Intense Tiare Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35407.jpg?width=400&404=product.png,women," tiare, ylang-ylang, vanilla, coconut milk, jasmine, roses",sensual,summer,night,Montale
Black Aoud Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35409.jpg?width=400&404=product.png,women," Red rose, aoud, labdanum, sandalwood",sensual,summer,night,Montale
Aoud Cuir d'Arabie Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35411.jpg?width=400&404=product.png,men," tobacco, leather and burnt wood dry notes, here the Oud produces all of its strength and softness.",sensual,fall,night,Montale
Gardenia Eau de Parfum,Isabey,https://static.luckyscent.com/images/products/27100.jpg?width=400&404=product.png,women," tangerine bark, ylang-ylang, orange flowers, gardenia extract, Bulgarian rose, jasmine, iris, musk, ambergris, sandalwood",sensual,summer,night,Isabey
L'eau de Circe Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34512.jpg?width=400&404=product.png,women," Damask rose, jasmine, osmanthus, orchid, ylang-ylang, white peach leaf, tangerine, patchouli, wooden accords, and amber",sensual,summer,night,"Pierre Guillaume Paris, Parfumerie Generale"
Premier Figuier Extreme Eau de Parfum,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15226.jpg?width=400&404=product.png,women," fig, fig leaf, milk of almond, sandalwood, coconut",sensual,fall,night,L'Artisan Parfumeur
Musc Maori Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34510.jpg?width=400&404=product.png,women,,sensual,spring,night,"Pierre Guillaume Paris, Parfumerie Generale"
Brulure de Rose Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34511.jpg?width=400&404=product.png,women,"Brazilian Rosewood, Rose Buds, Litchi, Raspberry, Sandalwood, Amber, Vanilla, Cocoa",sensual,summer,night,"Pierre Guillaume Paris, Parfumerie Generale"
Cuir Venenum Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34500.jpg?width=400&404=product.png,unisex," leather, absolute of orange blossom, myrrh, citrus, cedar, coconut, honeyed musk",sensual,spring,day,"Pierre Guillaume Paris, Parfumerie Generale"
Harmatan Noir Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34501.jpg?width=400&404=product.png,unisex," aromatic dry woods, dried flowers, herbs, cedar, dried jasmine, citrus, mint",energetic,spring,day,"Pierre Guillaume Paris, Parfumerie Generale"
L'eau Rare Matale Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34506.jpg?width=400&404=product.png,women," sage, white fowers, bergamot, black Matale tea, Virginia cedar, Chinese cedar, vetiver, birch, burnt woods, pepper and musk",sensual,winter,day,"Pierre Guillaume Paris, Parfumerie Generale"
Coze Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34508.jpg?width=400&404=product.png,women," canapa sativa seed oil, pepper, pimento, coffee, ebony wood, chocolate, bourbon vanilla pods",sensual,fall,night,"Pierre Guillaume Paris, Parfumerie Generale"
Geisha Marron roll-on Perfume Oil,Aroma M,https://static.luckyscent.com/images/products/11124.jpg?width=400&404=product.png,men," grapefruit, mandarin, bergamot, muguet, japanese magnolia, chestnut blossom (white flower)",sensual,summer,day,Aroma M
Dzongkha Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15238.jpg?width=400&404=product.png,women," Lichee, Cardamom, Peony, Iris, Tea Leaves, Incense",sensual,winter,night,L'Artisan Parfumeur
Miss Marisa perfume spray Eau de Parfum,Ebba,https://static.luckyscent.com/images/products/15012.jpg?width=400&404=product.png,women," plum blossom, cassis, fresh mint, waterlily",energetic,spring,day,Ebba
Miss Marisa Tropical perfume spray Eau de Parfum,Ebba,https://static.luckyscent.com/images/products/15013.jpg?width=400&404=product.png,women," mango, coconut, ginger, peach, waterlilly, casis",energetic,summer,day,Ebba
Fiore d'Ambra Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33900.jpg?width=400&404=product.png,men," amber gris, opium",sensual,fall,night,Profumum
Thundra Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33901.jpg?width=400&404=product.png,women," leaves, mint, patchouli, white musk",sensual,spring,day,Profumum
Acqua di Sale Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33902.jpg?width=400&404=product.png,men," aroma of salt on the skin, myrtle, cedarwood, marine algae",romantic,spring,day,Profumum
Ichnusa Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33903.jpg?width=400&404=product.png,women," myrtle, fig-tree wood, cut grass",sensual,fall,night,Profumum
Acqua e Zucchero Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33904.jpg?width=400&404=product.png,women," orange blossom, wild berries, vanilla",sensual,fall,night,Profumum
Patchouly Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33905.jpg?width=400&404=product.png,men," Patchouli, amber, sandalwood, incense",sensual,fall,night,Profumum
Santalum Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33906.jpg?width=400&404=product.png,women," Sandalwood, myrrh, cinnamon",sensual,fall,night,Profumum
